"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"동명면 기성리 산940",1,,경상북도 칠곡군 동명면 기성리 산940,36.003355,128.599464,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원로 21-5",1,,경상북도 칠곡군 동명면 남원로 21-5,36.022859,128.548930,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1056-1",1,,경상북도 칠곡군 동명면 남원리 1056-1,36.013642,128.578730,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1061-1",1,,경상북도 칠곡군 동명면 남원리 1061-1,36.013960,128.578145,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1080-5",1,,경상북도 칠곡군 동명면 남원리 1080-5,36.014640,128.577428,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1088-1",1,,경상북도 칠곡군 동명면 남원리 1088-1,36.014934,128.576155,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 113-3",1,경상북도 칠곡군 동명면 남원로3길 14-22,경상북도 칠곡군 동명면 남원리 113-3,36.013070,128.588855,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1134-1",1,,경상북도 칠곡군 동명면 남원리 1134-1,35.999516,128.577506,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1138-1",1,,경상북도 칠곡군 동명면 남원리 1138-1,35.999046,128.577780,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1140",1,경상북도 칠곡군 동명면 구남로 239,경상북도 칠곡군 동명면 남원리 1140,35.998128,128.577507,,,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1163",1,,경상북도 칠곡군 동명면 남원리 1163,36.015344,128.584622,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1163",1,,경상북도 칠곡군 동명면 남원리 1163,36.015344,128.584622,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1163",1,,경상북도 칠곡군 동명면 남원리 1163,36.015344,128.584622,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1174",1,,경상북도 칠곡군 동명면 남원리 1174,36.019051,128.585870,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1175",1,,경상북도 칠곡군 동명면 남원리 1175,36.016242,128.585273,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1175",1,,경상북도 칠곡군 동명면 남원리 1175,36.016242,128.585273,,,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1176",1,,경상북도 칠곡군 동명면 남원리 1176,36.019572,128.584343,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1177",1,,경상북도 칠곡군 동명면 남원리 1177,36.019158,128.584329,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1187",1,,경상북도 칠곡군 동명면 남원리 1187,36.014401,128.578303,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1192",1,,경상북도 칠곡군 동명면 남원리 1192,36.020002,128.575770,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 119-2",1,,경상북도 칠곡군 동명면 남원리 119-2,36.012486,128.586631,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1194",1,,경상북도 칠곡군 동명면 남원리 1194,36.020224,128.574562,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 119-6",1,경상북도 칠곡군 동명면 남원로3길 14-5,경상북도 칠곡군 동명면 남원리 119-6,36.012474,128.587253,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1-2",1,,경상북도 칠곡군 동명면 남원리 1-2,36.027770,128.592604,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 1-3",1,,경상북도 칠곡군 동명면 남원리 1-3,36.027770,128.592604,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 149-11",1,,경상북도 칠곡군 동명면 남원리 149-11,36.015492,128.585678,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 149-4",1,,경상북도 칠곡군 동명면 남원리 149-4,36.016006,128.585570,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 163-3",1,,경상북도 칠곡군 동명면 남원리 163-3,36.013848,128.586364,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 172-1",1,,경상북도 칠곡군 동명면 남원리 172-1,36.013493,128.585297,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 174-2",1,,경상북도 칠곡군 동명면 남원리 174-2,36.013008,128.584849,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 175-45",1,경상북도 칠곡군 동명면 남원로3길 5-8,경상북도 칠곡군 동명면 남원리 175-45,36.012337,128.585754,,,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 175-56",1,,경상북도 칠곡군 동명면 남원리 175-56,36.012563,128.585567,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 200-1",1,,경상북도 칠곡군 동명면 남원리 200-1,36.011758,128.586182,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 201-1",1,,경상북도 칠곡군 동명면 남원리 201-1,36.012037,128.586317,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 220-3",1,,경상북도 칠곡군 동명면 남원리 220-3,36.011227,128.587931,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 221-1",1,,경상북도 칠곡군 동명면 남원리 221-1,36.011111,128.587731,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 229-1",1,,경상북도 칠곡군 동명면 남원리 229-1,36.010869,128.587296,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 229-1",1,,경상북도 칠곡군 동명면 남원리 229-1,36.010869,128.587296,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 276-2",1,,경상북도 칠곡군 동명면 남원리 276-2,36.010559,128.580693,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 276-2",1,,경상북도 칠곡군 동명면 남원리 276-2,36.010559,128.580693,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 276-2",1,,경상북도 칠곡군 동명면 남원리 276-2,36.010559,128.580693,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 284-7",1,,경상북도 칠곡군 동명면 남원리 284-7,36.012259,128.579508,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 310-4",1,,경상북도 칠곡군 동명면 남원리 310-4,36.012480,128.582216,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 32-25",1,,경상북도 칠곡군 동명면 남원리 32-25,36.021110,128.590590,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 326-1",1,,경상북도 칠곡군 동명면 남원리 326-1,36.013804,128.584434,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 328",1,경상북도 칠곡군 동명면 남원로2길 83,경상북도 칠곡군 동명면 남원리 328,36.014426,128.584316,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 3-3",1,,경상북도 칠곡군 동명면 남원리 3-3,36.026981,128.591677,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 338-1",1,,경상북도 칠곡군 동명면 남원리 338-1,36.012468,128.582837,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 339-8",1,,경상북도 칠곡군 동명면 남원리 339-8,36.012555,128.581806,,,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 358-3",1,경상북도 칠곡군 동명면 남원로2길 71,경상북도 칠곡군 동명면 남원리 358-3,36.015296,128.583446,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 3-6",1,,경상북도 칠곡군 동명면 남원리 3-6,36.026981,128.591677,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 391-3",1,,경상북도 칠곡군 동명면 남원리 391-3,36.012824,128.580244,,,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 396-1",1,경상북도 칠곡군 동명면 남원로2길 3,경상북도 칠곡군 동명면 남원리 396-1,36.013141,128.579747,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 400-3",1,,경상북도 칠곡군 동명면 남원리 400-3,36.013269,128.579360,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 401-2",1,,경상북도 칠곡군 동명면 남원리 401-2,36.013827,128.579675,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 429-4",1,,경상북도 칠곡군 동명면 남원리 429-4,36.014954,128.579583,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 435-1",1,,경상북도 칠곡군 동명면 남원리 435-1,36.017252,128.579655,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 487",1,경상북도 칠곡군 동명면 남원로3길 146,경상북도 칠곡군 동명면 남원리 487,36.018031,128.582501,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 488-4",1,,경상북도 칠곡군 동명면 남원리 488-4,36.018701,128.583738,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 493",1,경상북도 칠곡군 동명면 남원로3길 118,경상북도 칠곡군 동명면 남원리 493,36.019738,128.583568,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 505",1,,경상북도 칠곡군 동명면 남원리 505,36.019286,128.583953,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 511-4",1,,경상북도 칠곡군 동명면 남원리 511-4,36.018297,128.583413,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 512-1",1,경상북도 칠곡군 동명면 남원로3길 81,경상북도 칠곡군 동명면 남원리 512-1,36.017632,128.584828,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 52",1,,경상북도 칠곡군 동명면 남원리 52,36.017705,128.591951,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 52",1,,경상북도 칠곡군 동명면 남원리 52,36.017705,128.591951,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 536-3",1,,경상북도 칠곡군 동명면 남원리 536-3,36.016889,128.585677,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 536-6",1,,경상북도 칠곡군 동명면 남원리 536-6,36.017066,128.586355,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 54-1",1,,경상북도 칠곡군 동명면 남원리 54-1,36.017248,128.593312,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 580",1,경상북도 칠곡군 동명면 남원로3길 103,경상북도 칠곡군 동명면 남원리 580,36.019544,128.584598,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 587-4",1,,경상북도 칠곡군 동명면 남원리 587-4,36.019000,128.587101,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 595-3",1,,경상북도 칠곡군 동명면 남원리 595-3,36.018913,128.588299,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 60-1",1,,경상북도 칠곡군 동명면 남원리 60-1,36.016568,128.594139,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 60-1",1,,경상북도 칠곡군 동명면 남원리 60-1,36.016568,128.594139,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 63",1,경상북도 칠곡군 동명면 가산산성길 34,경상북도 칠곡군 동명면 남원리 63,36.016427,128.595292,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 66",1,,경상북도 칠곡군 동명면 남원리 66,36.015700,128.594621,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 7",1,,경상북도 칠곡군 동명면 남원리 7,36.025534,128.590922,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 820-3",1,경상북도 칠곡군 동명면 남원로1길 104,경상북도 칠곡군 동명면 남원리 820-3,36.022593,128.574802,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 847-3",1,,경상북도 칠곡군 동명면 남원리 847-3,36.021432,128.576258,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 879-1",1,,경상북도 칠곡군 동명면 남원리 879-1,36.020193,128.577114,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 891",1,,경상북도 칠곡군 동명면 남원리 891,36.019659,128.575801,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 946",1,,경상북도 칠곡군 동명면 남원리 946,36.018784,128.575994,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 966",1,,경상북도 칠곡군 동명면 남원리 966,36.016942,128.574661,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 975-2",1,,경상북도 칠곡군 동명면 남원리 975-2,36.016138,128.577073,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 975-3",1,,경상북도 칠곡군 동명면 남원리 975-3,36.016831,128.577289,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 977-1",1,,경상북도 칠곡군 동명면 남원리 977-1,36.016930,128.577212,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 979-3",1,,경상북도 칠곡군 동명면 남원리 979-3,36.017499,128.576961,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 979-5",1,,경상북도 칠곡군 동명면 남원리 979-5,36.017471,128.577205,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 988",1,,경상북도 칠곡군 동명면 남원리 988,36.018520,128.576381,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 997-1",1,,경상북도 칠곡군 동명면 남원리 997-1,36.019303,128.576786,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 산103-1",1,,경상북도 칠곡군 동명면 남원리 산103-1,35.995498,128.578852,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 남원리 산104-4",1,,경상북도 칠곡군 동명면 남원리 산104-4,35.994435,128.578712,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 129-23",1,,경상북도 칠곡군 동명면 득명리 129-23,36.017322,128.616045,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 145",1,,경상북도 칠곡군 동명면 득명리 145,36.011910,128.615104,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 160-1",1,,경상북도 칠곡군 동명면 득명리 160-1,36.010662,128.614174,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 162-3",1,,경상북도 칠곡군 동명면 득명리 162-3,36.010808,128.613853,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 166-3",1,,경상북도 칠곡군 동명면 득명리 166-3,36.010949,128.612845,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 170-1",1,,경상북도 칠곡군 동명면 득명리 170-1,36.011620,128.611874,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 201-1",1,,경상북도 칠곡군 동명면 득명리 201-1,36.012101,128.607795,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 208",1,경상북도 칠곡군 동명면 득명3길 19,경상북도 칠곡군 동명면 득명리 208,36.009741,128.612824,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 208-1",1,,경상북도 칠곡군 동명면 득명리 208-1,36.009108,128.611499,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 208-9",1,,경상북도 칠곡군 동명면 득명리 208-9,36.009293,128.612277,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 213-3",1,경상북도 칠곡군 동명면 득명3길 45,경상북도 칠곡군 동명면 득명리 213-3,36.008664,128.610198,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 224-5",1,,경상북도 칠곡군 동명면 득명리 224-5,36.011677,128.606050,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 248-1",1,,경상북도 칠곡군 동명면 득명리 248-1,36.009877,128.601976,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 262",1,,경상북도 칠곡군 동명면 득명리 262,36.010427,128.601991,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 273-1",1,,경상북도 칠곡군 동명면 득명리 273-1,36.010143,128.602921,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 277",1,,경상북도 칠곡군 동명면 득명리 277,36.010560,128.602381,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 296-3",1,,경상북도 칠곡군 동명면 득명리 296-3,36.012086,128.603701,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 309",1,경상북도 칠곡군 동명면 득명2길 36,경상북도 칠곡군 동명면 득명리 309,36.011866,128.606196,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 327",1,경상북도 칠곡군 동명면 한티로 854,경상북도 칠곡군 동명면 득명리 327,36.015565,128.610728,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 350-1",1,,경상북도 칠곡군 동명면 득명리 350-1,36.013284,128.609157,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 354-1",1,,경상북도 칠곡군 동명면 득명리 354-1,36.012660,128.609441,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 354-1",1,,경상북도 칠곡군 동명면 득명리 354-1,36.012660,128.609441,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 369-3",1,,경상북도 칠곡군 동명면 득명리 369-3,36.015305,128.606921,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 373-2",1,,경상북도 칠곡군 동명면 득명리 373-2,36.015394,128.605291,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 396-3",1,,경상북도 칠곡군 동명면 득명리 396-3,36.014529,128.605351,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 413",1,경상북도 칠곡군 동명면 득명2길 86-41,경상북도 칠곡군 동명면 득명리 413,36.012670,128.604016,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 419-4",1,,경상북도 칠곡군 동명면 득명리 419-4,36.014587,128.604486,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 454-3",1,,경상북도 칠곡군 동명면 득명리 454-3,36.010792,128.599176,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 455-2",1,,경상북도 칠곡군 동명면 득명리 455-2,36.010517,128.600284,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 472-3",1,,경상북도 칠곡군 동명면 득명리 472-3,36.010219,128.600281,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 476-2",1,,경상북도 칠곡군 동명면 득명리 476-2,36.009884,128.600601,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 511",1,,경상북도 칠곡군 동명면 득명리 511,36.010606,128.605831,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 511",1,,경상북도 칠곡군 동명면 득명리 511,36.010606,128.605831,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 512",1,,경상북도 칠곡군 동명면 득명리 512,36.012161,128.615350,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 514",1,,경상북도 칠곡군 동명면 득명리 514,36.011607,128.612839,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 516",1,,경상북도 칠곡군 동명면 득명리 516,36.010149,128.612306,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 516",1,,경상북도 칠곡군 동명면 득명리 516,36.010149,128.612306,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 521",1,,경상북도 칠곡군 동명면 득명리 521,36.012028,128.609725,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 522",1,,경상북도 칠곡군 동명면 득명리 522,36.011687,128.605972,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 523",1,,경상북도 칠곡군 동명면 득명리 523,36.011455,128.600002,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 524",1,,경상북도 칠곡군 동명면 득명리 524,36.009796,128.601909,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 산125-2",1,,경상북도 칠곡군 동명면 득명리 산125-2,36.011365,128.612504,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 산17",1,,경상북도 칠곡군 동명면 득명리 산17,36.017058,128.609531,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 산2-4",1,,경상북도 칠곡군 동명면 득명리 산2-4,36.010754,128.597878,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 득명리 산48-10",1,,경상북도 칠곡군 동명면 득명리 산48-10,36.012068,128.614240,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 백송로 552-26",1,,경상북도 칠곡군 동명면 백송로 552-26,35.996891,128.531125,,,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 107-1",1,,경상북도 칠곡군 동명면 봉암리 107-1,35.974103,128.549878,,,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 115-3",1,경상북도 칠곡군 동명면 봉암5길 42,경상북도 칠곡군 동명면 봉암리 115-3,35.973222,128.549251,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 118-1",1,,경상북도 칠곡군 동명면 봉암리 118-1,35.974217,128.546519,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 129",1,,경상북도 칠곡군 동명면 봉암리 129,35.974850,128.546146,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 134-1",1,,경상북도 칠곡군 동명면 봉암리 134-1,35.973574,128.547146,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 145-3",1,,경상북도 칠곡군 동명면 봉암리 145-3,35.973256,128.547820,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 156-3",1,,경상북도 칠곡군 동명면 봉암리 156-3,35.972402,128.551152,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 160-5",1,경상북도 칠곡군 동명면 봉암5길 23-12,경상북도 칠곡군 동명면 봉암리 160-5,35.973225,128.550637,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 161-1",1,,경상북도 칠곡군 동명면 봉암리 161-1,35.974873,128.551014,,,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 181",1,경상북도 칠곡군 동명면 봉암5길 10-1,경상북도 칠곡군 동명면 봉암리 181,35.974219,128.551930,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 205-6",1,경상북도 칠곡군 동명면 봉암구지길 2-1,경상북도 칠곡군 동명면 봉암리 205-6,35.973635,128.553578,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 277",1,,경상북도 칠곡군 동명면 봉암리 277,35.972112,128.553556,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 279-1",1,,경상북도 칠곡군 동명면 봉암리 279-1,35.971886,128.553610,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 303-3",1,,경상북도 칠곡군 동명면 봉암리 303-3,35.969067,128.555087,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 315-1",1,경상북도 칠곡군 동명면 봉암2길 35,경상북도 칠곡군 동명면 봉암리 315-1,35.970920,128.553902,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 320-1",1,경상북도 칠곡군 동명면 봉암2길 40,경상북도 칠곡군 동명면 봉암리 320-1,35.970741,128.553746,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 331-4",1,경상북도 칠곡군 동명면 봉암2길 16-1,경상북도 칠곡군 동명면 봉암리 331-4,35.971753,128.553254,,,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 367-1",1,,경상북도 칠곡군 동명면 봉암리 367-1,35.970265,128.553332,,,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 368-1",1,,경상북도 칠곡군 동명면 봉암리 368-1,35.970120,128.553553,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 368-2",1,,경상북도 칠곡군 동명면 봉암리 368-2,35.970085,128.553376,,,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 385",1,경상북도 칠곡군 동명면 봉암3길 9-4,경상북도 칠곡군 동명면 봉암리 385,35.969347,128.553049,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 389-2",1,,경상북도 칠곡군 동명면 봉암리 389-2,35.969942,128.553020,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 392",1,경상북도 칠곡군 동명면 경북대로 102,경상북도 칠곡군 동명면 봉암리 392,35.970387,128.552413,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 392-11",1,경상북도 칠곡군 동명면 봉암3길 3,경상북도 칠곡군 동명면 봉암리 392-11,35.969736,128.552785,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 392-12",1,,경상북도 칠곡군 동명면 봉암리 392-12,35.969962,128.552532,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 392-9",1,경상북도 칠곡군 동명면 봉암3길 8,경상북도 칠곡군 동명면 봉암리 392-9,35.969521,128.552529,,,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 399-5",1,,경상북도 칠곡군 동명면 봉암리 399-5,35.970280,128.552157,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 405-1",1,경상북도 칠곡군 동명면 경북대로 120,경상북도 칠곡군 동명면 봉암리 405-1,35.971926,128.552790,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 418-4",1,,경상북도 칠곡군 동명면 봉암리 418-4,35.970858,128.551806,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
"동명면 봉암리 427-3",1,,경상북도 칠곡군 동명면 봉암리 427-3,35.968433,128.551956,,한전주,054-979-5403,경상북도 칠곡군청,2020-07-01
