"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"군외면 0249",1,전라남도 완도군 군외면 당인1길 22,,34.3317547169,126.6512506863,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0250",1,전라남도 완도군 군외면 당인길 13,,34.3316931355,126.6531832468,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0251",1,전라남도 완도군 군외면 당인길 54,,34.3295338104,126.6513671271,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0252",1,전라남도 완도군 군외면 당인길 44,,34.3304475185,126.6501874861,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0253",1,전라남도 완도군 군외면 당인길 44,,34.3304475185,126.6501874861,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0254",1,전라남도 완도군 군외면 당인길 54,,34.3295338104,126.6513671271,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0255",1,전라남도 완도군 군외면 당인길 54,,34.3295338104,126.6513671271,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0256",1,전라남도 완도군 군외면 당인길 54,,34.3295338104,126.6513671271,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0257",1,전라남도 완도군 군외면 당인2길 35-1,,34.3294968102,126.6563926439,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0258",1,전라남도 완도군 군외면 당인2길 46,,34.3298267118,126.6554803687,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0259",1,전라남도 완도군 군외면 당인2길 67,,34.3284188272,126.6544393807,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0260",1,전라남도 완도군 군외면 당인2길 67,,34.3284188272,126.6544393807,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0261",1,전라남도 완도군 군외면 당인2길 27-1,,34.3291478186,126.6568320877,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0262",1,전라남도 완도군 군외면 당인2길 20,,34.3294755791,126.6580508276,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0263",1,전라남도 완도군 군외면 청해진서로 1336,,34.3300731854,126.6573152448,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0264",1,전라남도 완도군 군외면 당인3길 1,,34.3304785355,126.6598214727,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0265",1,전라남도 완도군 군외면 당인3길 9-3,,34.3311735263,126.6606164915,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0266",1,전라남도 완도군 군외면 당인3길 13,,34.3309855701,126.6607798119,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0267",1,전라남도 완도군 군외면 청해진서로 1310,,34.3303372333,126.6604239367,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0268",1,전라남도 완도군 군외면 청해진서로 1310-2,,34.3305640263,126.6606123173,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0269",1,전라남도 완도군 군외면 당인3길 26-1,,34.3305239115,126.6622102877,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0270",1,전라남도 완도군 군외면 당인3길 36,,34.3302459375,126.6631744959,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0271",1,전라남도 완도군 군외면 당인3길 93,,34.3346406319,126.6675272134,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0272",1,전라남도 완도군 군외면 삼두1길 504-289,,34.3456929014,126.6816359525,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0274",1,전라남도 완도군 군외면 청해진서로 1531,,34.3422697499,126.6440600390,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0275",1,전라남도 완도군 군외면 청해진서로 1515,,34.3407745856,126.6447503757,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0276",1,전라남도 완도군 군외면 청해진로 1053,,34.3798497971,126.7186880614,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0277",1,전라남도 완도군 군외면 청해진로 1055,,34.3795062853,126.7190189832,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0278",1,전라남도 완도군 군외면 청해진로 1061,,34.3789257637,126.7191481334,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0279",1,전라남도 완도군 군외면 청해진로 1055,,34.3795062853,126.7190189832,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0280",1,전라남도 완도군 군외면 대창2구길 22,,34.3792613139,126.7208521953,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0281",1,전라남도 완도군 군외면 대창2구길 33,,34.3798904313,126.7220317731,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0282",1,전라남도 완도군 군외면 대창2구길 41-3,,34.3804480704,126.7224637616,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0283",1,전라남도 완도군 군외면 대창2구길 55-5,,34.3808281135,126.7236911577,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0284",1,전라남도 완도군 군외면 대창1구길 20-16,,34.3836010873,126.7174352999,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0285",1,전라남도 완도군 군외면 대창2구길 55-14,,34.3811041605,126.7240979902,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0286",1,전라남도 완도군 군외면 청해진로1063번길 65-11(원본주소+주소불명),,,,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0287",1,전라남도 완도군 군외면 대창2구길 71,,34.3819569584,126.7258656690,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0288",1,전라남도 완도군 군외면 대창2구길 69-20,,34.3828259044,126.7253911548,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0289",1,전라남도 완도군 군외면 대창2구길 71,,34.3819569584,126.7258656690,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0290",1,전라남도 완도군 군외면 대창2구길 95,,34.3831157284,126.7256327921,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0291",1,전라남도 완도군 군외면 대창2구길 71,,34.3819569584,126.7258656690,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0292",1,전라남도 완도군 군외면 대창2구길 71,,34.3819569584,126.7258656690,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0293",1,전라남도 완도군 군외면 대창2구길 62-28,,34.3809091830,126.7271990714,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0294",1,전라남도 완도군 군외면 대창2구길 62-28,,34.3809091830,126.7271990714,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0295",1,전라남도 완도군 군외면 대창2구길 47,,34.3804200867,126.7233228174,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0296",1,전라남도 완도군 군외면 대창2구길 70,,34.3813966209,126.7251097499,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0297",1,전라남도 완도군 군외면 대창2구길 70,,34.3813966209,126.7251097499,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0298",1,전라남도 완도군 군외면 대창1구길 20-60,,34.3836239651,126.7203701628,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0299",1,전라남도 완도군 군외면 청해진로 1053,,34.3798497971,126.7186880614,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0300",1,전라남도 완도군 군외면 대창1구길 30,,34.3845295152,126.7170855343,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0301",1,전라남도 완도군 군외면 대창1구길 14,,34.3833741335,126.7158548619,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0302",1,전라남도 완도군 군외면 대창1구길 14,,34.3833741335,126.7158548619,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0303",1,전라남도 완도군 군외면 대창1구길 30,,34.3845295152,126.7170855343,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0304",1,전라남도 완도군 군외면 대창1구길 22,,34.3839978856,126.7167987420,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0305",1,전라남도 완도군 군외면 대창1구길 20-16,,34.3836010873,126.7174352999,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0306",1,전라남도 완도군 군외면 영풍1길 69,,34.3862324310,126.7058610800,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0307",1,전라남도 완도군 군외면 영풍1길 67-1,,34.3863916125,126.7059285927,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0308",1,전라남도 완도군 군외면 대창1구길 20-14,,34.3839120259,126.7172494075,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0309",1,전라남도 완도군 군외면 청해진로 839,,34.3941016862,126.7055476572,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0310",1,전라남도 완도군 군외면 청해진로 839,,34.3941016862,126.7055476572,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0311",1,전라남도 완도군 군외면 영풍1길 12-11,,34.3911475325,126.7067700557,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0312",1,전라남도 완도군 군외면 대창1구길 61,,34.3854199980,126.7195178993,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0313",1,전라남도 완도군 군외면 대창1구길 20-59,,34.3845922554,126.7194338892,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0314",1,전라남도 완도군 군외면 대창1구길 20-59,,34.3845922554,126.7194338892,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0315",1,전라남도 완도군 군외면 청해진로 951,,34.3866307198,126.7124689723,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0316",1,전라남도 완도군 군외면 영풍길 8-32,,34.3913424342,126.7106722938,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0317",1,전라남도 완도군 군외면 영풍길 8-48,,34.3926722619,126.7106257423,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0318",1,전라남도 완도군 군외면 영풍길 19,,34.3930557482,126.7093711266,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0319",1,전라남도 완도군 군외면 청해진로 873,,34.3921694586,126.7077960868,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0320",1,전라남도 완도군 군외면 영풍길 8-20,,34.3914549284,126.7091474276,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0321",1,전라남도 완도군 군외면 영풍1길 3,,34.3913921112,126.7082072294,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0322",1,전라남도 완도군 군외면 영풍길 8-48,,34.3926722619,126.7106257423,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0323",1,전라남도 완도군 군외면 청해진로 895-34,,34.3901197185,126.7115664457,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0324",1,전라남도 완도군 군외면 청해진로 895-17,,34.3912347597,126.7107320382,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0325",1,전라남도 완도군 군외면 청해진로 895-17,,34.3912347597,126.7107320382,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0326",1,전라남도 완도군 군외면 청해진로 872,,34.3916472456,126.7078750010,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0327",1,전라남도 완도군 군외면 영풍1길 3,,34.3913921112,126.7082072294,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0328",1,전라남도 완도군 군외면 영풍1길 3,,34.3913921112,126.7082072294,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0329",1,전라남도 완도군 군외면 청해진로 886-1,,34.3908713431,126.7087793936,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0330",1,전라남도 완도군 군외면 영풍1길 27-4,,34.3895088686,126.7066686595,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0331",1,전라남도 완도군 군외면 영풍1길 27,,34.3891680821,126.7073333847,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0332",1,전라남도 완도군 군외면 영풍1길 27-2,,34.3893422594,126.7074520674,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0333",1,전라남도 완도군 군외면 영풍1길 67-1,,34.3863916125,126.7059285927,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0334",1,전라남도 완도군 군외면 청해진로 873,,34.3921694586,126.7077960868,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0335",1,전라남도 완도군 군외면 영풍1길 69,,34.3862324310,126.7058610800,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0336",1,전라남도 완도군 군외면 청해진북로 612,,34.3923203886,126.7007932619,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0337",1,전라남도 완도군 군외면 청해진북로 619,,34.3929710863,126.7006529481,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0338",1,전라남도 완도군 군외면 청해진북로 663,,34.3959650796,126.7034067029,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0339",1,전라남도 완도군 군외면 청해진북로 630-3,,34.3936090958,126.7019988075,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0340",1,전라남도 완도군 군외면 청해진북로 638,,34.3938916826,126.7025818856,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0341",1,전라남도 완도군 군외면 청해진북로 633-3,,34.3943469228,126.7018404661,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0342",1,전라남도 완도군 군외면 청해진북로 647,,34.3946867813,126.7029171704,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0343",1,전라남도 완도군 군외면 청해진북로 663,,34.3959650796,126.7034067029,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0344",1,전라남도 완도군 군외면 청해진북로 662,,34.3957802379,126.7040600686,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0345",1,전라남도 완도군 군외면 청해진북로 663,,34.3959650796,126.7034067029,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0346",1,전라남도 완도군 군외면 불목길 17-10,,34.3949788930,126.7025979407,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0347",1,전라남도 완도군 군외면 불목길 17-13,,34.3949053791,126.7020980677,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0348",1,전라남도 완도군 군외면 불목길 17-26,,34.3954845732,126.7020612158,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0349",1,전라남도 완도군 군외면 불목길 11-1,,34.3944621575,126.7017035791,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0350",1,전라남도 완도군 군외면 불목길 11,,34.3943652217,126.7015073075,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0351",1,전라남도 완도군 군외면 불목길 5,,34.3939274279,126.7011952355,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0352",1,전라남도 완도군 군외면 청해진북로 625,,34.3936319014,126.7008898379,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0353",1,전라남도 완도군 군외면 청해진북로 612,,34.3923203886,126.7007932619,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0354",1,전라남도 완도군 군외면 청해진북로 570,,34.3893992575,126.6975623012,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0355",1,전라남도 완도군 군외면 청해진북로 556-1,,34.3884738968,126.6963601388,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0356",1,전라남도 완도군 군외면 청해진북로 556-27,,34.3877298877,126.6954064662,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0357",1,전라남도 완도군 군외면 청해진북로 556-55,,34.3869212125,126.6944073756,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0358",1,전라남도 완도군 군외면 청해진북로 556-75,,34.3861813190,126.6938074441,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0359",1,전라남도 완도군 군외면 청해진북로 556-110,,34.3844346053,126.6921443999,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0360",1,전라남도 완도군 군외면 청해진북로 556-83,,34.3859897333,126.6945555973,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0361",1,전라남도 완도군 군외면 청해진북로 556-79,,34.3861683012,126.6962887586,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0362",1,전라남도 완도군 군외면 영흥길 89,,34.3899360295,126.6967395879,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0363",1,전라남도 완도군 군외면 청해진북로 473-30,,34.3900963598,126.6867748751,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0364",1,전라남도 완도군 군외면 청해진북로 473-30,,34.3900963598,126.6867748751,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0365",1,전라남도 완도군 군외면 청해진북로 473-26,,34.3904711682,126.6886735355,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0366",1,전라남도 완도군 군외면 청해진북로 473-26,,34.3904711682,126.6886735355,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0367",1,전라남도 완도군 군외면 청해진북로 473-26,,34.3904711682,126.6886735355,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0368",1,전라남도 완도군 군외면 청해진북로 473-165,,34.3933126521,126.6852067376,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0369",1,전라남도 완도군 군외면 청해진북로 473-165,,34.3933126521,126.6852067376,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0370",1,전라남도 완도군 군외면 청해진북로 473-165,,34.3933126521,126.6852067376,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0371",1,전라남도 완도군 군외면 청해진북로 370-29,,34.3857715750,126.6788507288,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0372",1,전라남도 완도군 군외면 청해진북로 370-40,,34.3851482734,126.6788409304,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0373",1,전라남도 완도군 군외면 청해진북로 370-79,,34.3851540514,126.6801866192,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0374",1,전라남도 완도군 군외면 청해진로 791,,34.3930329778,126.6997538351,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0375",1,전라남도 완도군 군외면 청해진로 791,,34.3930329778,126.6997538351,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0376",1,전라남도 완도군 군외면 청해진로 753,,34.3956737580,126.6965091161,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0377",1,전라남도 완도군 군외면 청해진로 756,,34.3949658804,126.6963095083,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0378",1,전라남도 완도군 군외면 청해진로 791,,34.3930329778,126.6997538351,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0379",1,전라남도 완도군 군외면 영흥길 59,,34.3918690368,126.6973897583,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0380",1,전라남도 완도군 군외면 영흥길 44-13,,34.3924040674,126.6966287930,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0381",1,전라남도 완도군 군외면 영흥길 44,,34.3926806181,126.6962574086,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0382",1,전라남도 완도군 군외면 영흥길 44-31,,34.3920382222,126.6955645256,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0383",1,전라남도 완도군 군외면 영흥길 44-41,,34.3927048723,126.6951356127,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0384",1,전라남도 완도군 군외면 영흥길 44-75,,34.3930283862,126.6943313523,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0385",1,전라남도 완도군 군외면 영흥길 44-75,,34.3930283862,126.6943313523,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0386",1,전라남도 완도군 군외면 영흥길 38,,34.3933514131,126.6963712351,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0387",1,전라남도 완도군 군외면 영흥길 23-2,,34.3942600957,126.6963720861,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0388",1,전라남도 완도군 군외면 영흥길 23,,34.3945295181,126.6961798260,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0389",1,전라남도 완도군 군외면 영흥길 18,,34.3949115118,126.6955074692,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0390",1,전라남도 완도군 군외면 영흥길 14-12,,34.3948745064,126.6949464627,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0391",1,전라남도 완도군 군외면 영흥길 6,,34.3957105321,126.6948395739,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0392",1,전라남도 완도군 군외면 영흥길 44-82,,34.3933029847,126.6945885173,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0393",1,전라남도 완도군 군외면 영흥길 8-22,,34.3953941725,126.6937074506,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0394",1,전라남도 완도군 군외면 영흥길 8-28,,34.3950492782,126.6941789351,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0395",1,전라남도 완도군 군외면 영흥길 8-18,,34.3960445693,126.6938104596,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0396",1,전라남도 완도군 군외면 청해진로 736,,34.3961680786,126.6946794646,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0397",1,전라남도 완도군 군외면 청해진로 711,,34.3969924604,126.6932335640,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0398",1,전라남도 완도군 군외면 청해진로 727-1,,34.3981784984,126.6944851091,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0399",1,전라남도 완도군 군외면 청해진로 771-3,,34.3979510640,126.6989607598,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0400",1,전라남도 완도군 군외면 청해진로 772-1,,34.3939218775,126.6974326113,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0401",1,전라남도 완도군 군외면 청해진로 635,,34.4000129617,126.6853699029,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0402",1,전라남도 완도군 군외면 청해진로 630,,34.3998826454,126.6845436383,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0403",1,전라남도 완도군 군외면 청해진로 630-3,,34.3994778323,126.6842430386,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0404",1,전라남도 완도군 군외면 청해진로 625-6,,34.4004571789,126.6844847119,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0405",1,전라남도 완도군 군외면 청해진로 629,,34.4001980175,126.6847335373,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0406",1,전라남도 완도군 군외면 청해진로 625-26,,34.4011685756,126.6846085252,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0407",1,전라남도 완도군 군외면 청해진로 617,,34.4007510976,126.6833488516,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0408",1,전라남도 완도군 군외면 청해진로 617,,34.4007510976,126.6833488516,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0409",1,전라남도 완도군 군외면 청해진로 608,,34.4001511784,126.6823084779,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0410",1,전라남도 완도군 군외면 청해진로 571-1,,34.3991917732,126.6792092524,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0411",1,전라남도 완도군 군외면 청해진로 570,,34.3984425409,126.6784108215,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0412",1,전라남도 완도군 군외면 청해진로 570-1,,34.3984001333,126.6790483830,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0413",1,전라남도 완도군 군외면 청해진로 570-2,,34.3982072762,126.6787609254,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0414",1,전라남도 완도군 군외면 청해진로 563-1,,34.3988730692,126.6774129946,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0415",1,전라남도 완도군 군외면 청해진로 547,,34.3982384318,126.6766600355,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0416",1,전라남도 완도군 군외면 청해진로 570,,34.3984425409,126.6784108215,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0417",1,전라남도 완도군 군외면 청해진로 546,,34.3970116835,126.6770919270,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0418",1,전라남도 완도군 군외면 청해진로 546,,34.3970116835,126.6770919270,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0419",1,전라남도 완도군 군외면 청해진로 527,,34.3970777921,126.6746196558,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0420",1,전라남도 완도군 군외면 청해진로 500-18,,34.3939791719,126.6733321219,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0421",1,전라남도 완도군 군외면 청해진로 642-1,,34.3995390560,126.6857891838,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0422",1,전라남도 완도군 군외면 청해진로 500-23,,34.3938423186,126.6739365242,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0423",1,전라남도 완도군 군외면 청해진로 465-140,,34.3981009216,126.6719729076,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0424",1,전라남도 완도군 군외면 청해진로 500-41,,34.3931845399,126.6733366228,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0425",1,전라남도 완도군 군외면 청해진로 480,,34.3937119252,126.6713267861,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0426",1,전라남도 완도군 군외면 청해진로 642-1,,34.3995390560,126.6857891838,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0427",1,전라남도 완도군 군외면 청해진로 465-37,,34.3953661464,126.6696968103,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0428",1,전라남도 완도군 군외면 청해진로 465-37,,34.3953661464,126.6696968103,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0429",1,전라남도 완도군 군외면 청해진로 462,,34.3929560644,126.6696604961,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0430",1,전라남도 완도군 군외면 황진길 21-8,,34.3919795220,126.6700012224,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0431",1,전라남도 완도군 군외면 황진길 21-38,,34.3930345588,126.6701530231,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0432",1,전라남도 완도군 군외면 황진길 21-42,,34.3928783373,126.6708571105,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0433",1,전라남도 완도군 군외면 황진길 21-42,,34.3928783373,126.6708571105,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0434",1,전라남도 완도군 군외면 황진길 21-42,,34.3928783373,126.6708571105,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0435",1,전라남도 완도군 군외면 황진길 21-42,,34.3928783373,126.6708571105,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0436",1,전라남도 완도군 군외면 황진길 21-40,,34.3903989875,126.6734321542,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0437",1,전라남도 완도군 군외면 황진길 21-8,,34.3919795220,126.6700012224,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0438",1,전라남도 완도군 군외면 청해진로 462,,34.3929560644,126.6696604961,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0439",1,전라남도 완도군 군외면 황진길 19-1,,34.3920090423,126.6696828119,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0440",1,전라남도 완도군 군외면 황진길 10,,34.3926630556,126.6688150659,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0441",1,전라남도 완도군 군외면 황진길 4,,34.3933626222,126.6690917880,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0442",1,전라남도 완도군 군외면 청해진로 452,,34.3931451623,126.6686159021,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0443",1,전라남도 완도군 군외면 청해진로 444,,34.3929243390,126.6675658556,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0444",1,전라남도 완도군 군외면 청해진로 444,,34.3929243390,126.6675658556,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0445",1,,전라남도 완도군 군외면 황진리 979-1,,,,,061-550-6176,완도읍사무소,2020-09-08
"군외면 0446",1,전라남도 완도군 군외면 청해진북로 333,,34.3857244248,126.6740421570,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0447",1,전라남도 완도군 군외면 청해진북로 333,,34.3857244248,126.6740421570,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0448",1,전라남도 완도군 군외면 청해진북로 339,,34.3856379368,126.6746379312,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0449",1,전라남도 완도군 군외면 청해진북로338번길 2,,34.3851536780,126.6745402028,,,061-550-6326,군외면사무소,2020-09-08
"군외면 0450",1,전라남도 완도군 군외면 청해진북로338번길 7,,34.3846634679,126.6751882023,,,061-550-6326,군외면사무소,2020-09-08
